0001F	Heart failure assessed
53230	Removal of urethra lesion
53235	Removal of urethra lesion
53240	Surgery for urethra pouch
53250	Removal of urethra gland
53260	Treatment of urethra lesion
53265	Treatment of urethra lesion
53270	Removal of urethra gland
53275	Repair of urethra defect
53400	Revise urethra, stage 1
53405	Revise urethra, stage 2
53410	Reconstruction of urethra
53415	Reconstruction of urethra
53420	Reconstruct urethra, stage 1
53425	Reconstruct urethra, stage 2
53430	Reconstruction of urethra
53431	Reconstruct urethra/bladder
53440	Male sling procedure
53442	Remove/revise male sling
53444	Insert tandem cuff
53445	Insert uro/ves nck sphincter
53446	Remove uro sphincter
53447	Remove/replace ur sphincter
53448	Remov/replc ur sphinctr comp
53449	Repair uro sphincter
53450	Revision of urethra
53460	Revision of urethra
53500	Urethrlys, transvag w/ scope
53502	Repair of urethra injury
53505	Repair of urethra injury
53510	Repair of urethra injury
53515	Repair of urethra injury
53520	Repair of urethra defect
53600	Dilate urethra stricture
53601	Dilate urethra stricture
53605	Dilate urethra stricture
53620	Dilate urethra stricture
53621	Dilate urethra stricture
53660	Dilation of urethra
53661	Dilation of urethra
53665	Dilation of urethra
53850	Prostatic microwave thermotx
53852	Prostatic rf thermotx
53853	Prostatic water thermother
53899	Urology surgery procedure
54000	Slitting of prepuce
54001	Slitting of prepuce
54015	Drain penis lesion
54050	Destruction, penis lesion(s)
54055	Destruction, penis lesion(s)
54056	Cryosurgery, penis lesion(s)
54057	Laser surg, penis lesion(s)
54060	Excision of penis lesion(s)
54065	Destruction, penis lesion(s)
54100	Biopsy of penis
54105	Biopsy of penis
54110	Treatment of penis lesion
54111	Treat penis lesion, graft
54112	Treat penis lesion, graft
54115	Treatment of penis lesion
54120	Partial removal of penis
54125	Removal of penis
54130	Remove penis & nodes
54135	Remove penis & nodes
54150	Circumcision
54152	Circumcision
54160	Circumcision
54161	Circumcision
54162	Lysis penil circumic lesion
54163	Repair of circumcision
54164	Frenulotomy of penis
54200	Treatment of penis lesion
54205	Treatment of penis lesion
54220	Treatment of penis lesion
54230	Prepare penis study
54231	Dynamic cavernosometry
54235	Penile injection
54240	Penis study
54240	Penis study
54240	Penis study
54250	Penis study
54250	Penis study
54250	Penis study
54300	Revision of penis
54304	Revision of penis
54308	Reconstruction of urethra
54312	Reconstruction of urethra
54316	Reconstruction of urethra
54318	Reconstruction of urethra
54322	Reconstruction of urethra
54324	Reconstruction of urethra
54326	Reconstruction of urethra
54328	Revise penis/urethra
54332	Revise penis/urethra
54336	Revise penis/urethra
54340	Secondary urethral surgery
54344	Secondary urethral surgery
54348	Secondary urethral surgery
54352	Reconstruct urethra/penis
54360	Penis plastic surgery
54380	Repair penis
54385	Repair penis
54390	Repair penis and bladder
54400	Insert semi-rigid prosthesis
54401	Insert self-contd prosthesis
54405	Insert multi-comp penis pros
54406	Remove muti-comp penis pros
54408	Repair multi-comp penis pros
54410	Remove/replace penis prosth
54411	Remov/replc penis pros, comp
54415	Remove self-contd penis pros
54416	Remv/repl penis contain pros
54417	Remv/replc penis pros, compl
54420	Revision of penis
54430	Revision of penis
54435	Revision of penis
54440	Repair of penis
54450	Preputial stretching
54500	Biopsy of testis
54505	Biopsy of testis
54512	Excise lesion testis
54520	Removal of testis
54522	Orchiectomy, partial
54530	Removal of testis
54535	Extensive testis surgery
54550	Exploration for testis
54560	Exploration for testis
54600	Reduce testis torsion
54620	Suspension of testis
54640	Suspension of testis
54650	Orchiopexy (Fowler-Stephens)
54660	Revision of testis
54670	Repair testis injury
54680	Relocation of testis(es)
54690	Laparoscopy, orchiectomy
54692	Laparoscopy, orchiopexy
54699	Laparoscope proc, testis
54700	Drainage of scrotum
54800	Biopsy of epididymis
54820	Exploration of epididymis
54830	Remove epididymis lesion
54840	Remove epididymis lesion
54860	Removal of epididymis
54861	Removal of epididymis
54900	Fusion of spermatic ducts
54901	Fusion of spermatic ducts
55000	Drainage of hydrocele
55040	Removal of hydrocele
55041	Removal of hydroceles
55060	Repair of hydrocele
55100	Drainage of scrotum abscess
55110	Explore scrotum
55120	Removal of scrotum lesion
55150	Removal of scrotum
55175	Revision of scrotum
55180	Revision of scrotum
55200	Incision of sperm duct
55250	Removal of sperm duct(s)
55300	Prepare, sperm duct x-ray
55400	Repair of sperm duct
55450	Ligation of sperm duct
55500	Removal of hydrocele
55520	Removal of sperm cord lesion
55530	Revise spermatic cord veins
55535	Revise spermatic cord veins
55540	Revise hernia & sperm veins
55550	Laparo ligate spermatic vein
55559	Laparo proc, spermatic cord
55600	Incise sperm duct pouch
55605	Incise sperm duct pouch
55650	Remove sperm duct pouch
55680	Remove sperm pouch lesion
55700	Biopsy of prostate
55705	Biopsy of prostate
55720	Drainage of prostate abscess
55725	Drainage of prostate abscess
55801	Removal of prostate
55810	Extensive prostate surgery
55812	Extensive prostate surgery
55815	Extensive prostate surgery
55821	Removal of prostate
55831	Removal of prostate
55840	Extensive prostate surgery
55842	Extensive prostate surgery
55845	Extensive prostate surgery
55859	Percut/needle insert, pros
55860	Surgical exposure, prostate
55862	Extensive prostate surgery
55865	Extensive prostate surgery
55866	Laparo radical prostatectomy
55870	Electroejaculation
55873	Cryoablate prostate
55899	Genital surgery procedure
55970	Sex transformation, M to F
55980	Sex transformation, F to M
56405	I & D of vulva/perineum
56420	Drainage of gland abscess
56440	Surgery for vulva lesion
56441	Lysis of labial lesion(s)
56501	Destroy, vulva lesions, sim
56515	Destroy vulva lesion/s compl
56605	Biopsy of vulva/perineum
56606	Biopsy of vulva/perineum
56620	Partial removal of vulva
56625	Complete removal of vulva
56630	Extensive vulva surgery
56631	Extensive vulva surgery
56632	Extensive vulva surgery
56633	Extensive vulva surgery
56634	Extensive vulva surgery
56637	Extensive vulva surgery
56640	Extensive vulva surgery
56700	Partial removal of hymen
56720	Incision of hymen
56740	Remove vagina gland lesion
56800	Repair of vagina
56805	Repair clitoris
56810	Repair of perineum
56820	Exam of vulva w/scope
56821	Exam/biopsy of vulva w/scope
57000	Exploration of vagina
57010	Drainage of pelvic abscess
57020	Drainage of pelvic fluid
57022	I & d vaginal hematoma, pp
57023	I & d vag hematoma, non-ob
57061	Destroy vag lesions, simple
57065	Destroy vag lesions, complex
57100	Biopsy of vagina
57105	Biopsy of vagina
57106	Remove vagina wall, partial
57107	Remove vagina tissue, part
57109	Vaginectomy partial w/nodes
57110	Remove vagina wall, complete
57111	Remove vagina tissue, compl
57112	Vaginectomy w/nodes, compl
57120	Closure of vagina
57130	Remove vagina lesion
57135	Remove vagina lesion
57150	Treat vagina infection
57155	Insert uteri tandems/ovoids
57160	Insert pessary/other device
57170	Fitting of diaphragm/cap
57180	Treat vaginal bleeding
57200	Repair of vagina
57210	Repair vagina/perineum
57220	Revision of urethra
57230	Repair of urethral lesion
57240	Repair bladder & vagina
57250	Repair rectum & vagina
57260	Repair of vagina
57265	Extensive repair of vagina
57267	Insert mesh/pelvic flr addon
57268	Repair of bowel bulge
57270	Repair of bowel pouch
57280	Suspension of vagina
57282	Colpopexy, extraperitoneal
57283	Colpopexy, intraperitoneal
57284	Repair paravaginal defect
57287	Revise/remove sling repair
57288	Repair bladder defect
57289	Repair bladder & vagina
57291	Construction of vagina
57292	Construct vagina with graft
57295	Change vaginal graft
57300	Repair rectum-vagina fistula
57305	Repair rectum-vagina fistula
57307	Fistula repair & colostomy
57308	Fistula repair, transperine
57310	Repair urethrovaginal lesion
57311	Repair urethrovaginal lesion
57320	Repair bladder-vagina lesion
57330	Repair bladder-vagina lesion
57335	Repair vagina
57400	Dilation of vagina
57410	Pelvic examination
57415	Remove vaginal foreign body
57420	Exam of vagina w/scope
57421	Exam/biopsy of vag w/scope
57425	Laparoscopy, surg, colpopexy
57452	Exam of cervix w/scope
57454	Bx/curett of cervix w/scope
57455	Biopsy of cervix w/scope
57456	Endocerv curettage w/scope
57460	Bx of cervix w/scope, leep
57461	Conz of cervix w/scope, leep
57500	Biopsy of cervix
57505	Endocervical curettage
57510	Cauterization of cervix
57511	Cryocautery of cervix
57513	Laser surgery of cervix
57520	Conization of cervix
57522	Conization of cervix
57530	Removal of cervix
57531	Removal of cervix, radical
57540	Removal of residual cervix
57545	Remove cervix/repair pelvis
57550	Removal of residual cervix
57555	Remove cervix/repair vagina
57556	Remove cervix, repair bowel
57700	Revision of cervix
57720	Revision of cervix
57800	Dilation of cervical canal
57820	D & c of residual cervix
58100	Biopsy of uterus lining
58110	Bx done w/colposcopy add-on
58120	Dilation and curettage
58140	Myomectomy abdom method
58145	Myomectomy vag method
58146	Myomectomy abdom complex
58150	Total hysterectomy
58152	Total hysterectomy
58180	Partial hysterectomy
58200	Extensive hysterectomy
58210	Extensive hysterectomy
58240	Removal of pelvis contents
58260	Vaginal hysterectomy
58262	Vag hyst including t/o
58263	Vag hyst w/t/o & vag repair
58267	Vag hyst w/urinary repair
58270	Vag hyst w/enterocele repair
58275	Hysterectomy/revise vagina
58280	Hysterectomy/revise vagina
58285	Extensive hysterectomy
58290	Vag hyst complex
58291	Vag hyst incl t/o, complex
58292	Vag hyst t/o & repair, compl
58293	Vag hyst w/uro repair, compl
58294	Vag hyst w/enterocele, compl
58300	Insert intrauterine device
58301	Remove intrauterine device
58321	Artificial insemination
58322	Artificial insemination
58323	Sperm washing
58340	Catheter for hysterography
58345	Reopen fallopian tube
58346	Insert heyman uteri capsule
58350	Reopen fallopian tube
58353	Endometr ablate, thermal
58356	Endometrial cryoablation
58400	Suspension of uterus
58410	Suspension of uterus
58520	Repair of ruptured uterus
58540	Revision of uterus
58545	Laparoscopic myomectomy
58546	Laparo-myomectomy, complex
58550	Laparo-asst vag hysterectomy
58552	Laparo-vag hyst incl t/o
58553	Laparo-vag hyst, complex
58554	Laparo-vag hyst w/t/o, compl
58555	Hysteroscopy, dx, sep proc
58558	Hysteroscopy, biopsy
58559	Hysteroscopy, lysis
58560	Hysteroscopy, resect septum
58561	Hysteroscopy, remove myoma
58562	Hysteroscopy, remove fb
58563	Hysteroscopy, ablation
58565	Hysteroscopy, sterilization
58578	Laparo proc, uterus
58579	Hysteroscope procedure
58600	Division of fallopian tube
58605	Division of fallopian tube
58611	Ligate oviduct(s) add-on
58615	Occlude fallopian tube(s)
58660	Laparoscopy, lysis
58661	Laparoscopy, remove adnexa
58662	Laparoscopy, excise lesions
58670	Laparoscopy, tubal cautery
58671	Laparoscopy, tubal block
58672	Laparoscopy, fimbrioplasty
58673	Laparoscopy, salpingostomy
58679	Laparo proc, oviduct-ovary
58700	Removal of fallopian tube
58720	Removal of ovary/tube(s)
58740	Revise fallopian tube(s)
58750	Repair oviduct
58752	Revise ovarian tube(s)
58760	Remove tubal obstruction
58770	Create new tubal opening
58800	Drainage of ovarian cyst(s)
58805	Drainage of ovarian cyst(s)
58820	Drain ovary abscess, open
58822	Drain ovary abscess, percut
58823	Drain pelvic abscess, percut
58825	Transposition, ovary(s)
58900	Biopsy of ovary(s)
58920	Partial removal of ovary(s)
58925	Removal of ovarian cyst(s)
58940	Removal of ovary(s)
58943	Removal of ovary(s)
58950	Resect ovarian malignancy
58951	Resect ovarian malignancy
58952	Resect ovarian malignancy
58953	Tah, rad dissect for debulk
58954	Tah rad debulk/lymph remove
58956	Bso, omentectomy w/tah
58960	Exploration of abdomen
58970	Retrieval of oocyte
58974	Transfer of embryo
58976	Transfer of embryo
58999	Genital surgery procedure
59000	Amniocentesis, diagnostic
59001	Amniocentesis, therapeutic
59012	Fetal cord puncture,prenatal
59015	Chorion biopsy
59020	Fetal contract stress test
59020	Fetal contract stress test
59020	Fetal contract stress test
59025	Fetal non-stress test
59025	Fetal non-stress test
59025	Fetal non-stress test
59030	Fetal scalp blood sample
59050	Fetal monitor w/report
59051	Fetal monitor/interpret only
59070	Transabdom amnioinfus w/us
59072	Umbilical cord occlud w/us
59074	Fetal fluid drainage w/us
59076	Fetal shunt placement, w/us
59100	Remove uterus lesion
59120	Treat ectopic pregnancy
59121	Treat ectopic pregnancy
59130	Treat ectopic pregnancy
59135	Treat ectopic pregnancy
59136	Treat ectopic pregnancy
59140	Treat ectopic pregnancy
59150	Treat ectopic pregnancy
59151	Treat ectopic pregnancy
59160	D & c after delivery
59200	Insert cervical dilator
59300	Episiotomy or vaginal repair
59320	Revision of cervix
59325	Revision of cervix
59350	Repair of uterus
59400	Obstetrical care
59409	Obstetrical care
59410	Obstetrical care
59412	Antepartum manipulation
59414	Deliver placenta
59425	Antepartum care only
59426	Antepartum care only
59430	Care after delivery
59510	Cesarean delivery
59514	Cesarean delivery only
59515	Cesarean delivery
59525	Remove uterus after cesarean
59610	Vbac delivery
59612	Vbac delivery only
59614	Vbac care after delivery
59618	Attempted vbac delivery
59620	Attempted vbac delivery only
59622	Attempted vbac after care
59812	Treatment of miscarriage
59820	Care of miscarriage
59821	Treatment of miscarriage
59830	Treat uterus infection
59840	Abortion
59841	Abortion
59850	Abortion
59851	Abortion
59852	Abortion
59855	Abortion
59856	Abortion
59857	Abortion
59866	Abortion (mpr)
59870	Evacuate mole of uterus
59871	Remove cerclage suture
59897	Fetal invas px w/us
59898	Laparo proc, ob care/deliver
59899	Maternity care procedure
60000	Drain thyroid/tongue cyst
60001	Aspirate/inject thyriod cyst
60100	Biopsy of thyroid
60200	Remove thyroid lesion
60210	Partial thyroid excision
60212	Partial thyroid excision
60220	Partial removal of thyroid
60225	Partial removal of thyroid
60240	Removal of thyroid
60252	Removal of thyroid
60254	Extensive thyroid surgery
60260	Repeat thyroid surgery
60270	Removal of thyroid
60271	Removal of thyroid
60280	Remove thyroid duct lesion
60281	Remove thyroid duct lesion
60500	Explore parathyroid glands
60502	Re-explore parathyroids
60505	Explore parathyroid glands
60512	Autotransplant parathyroid
60520	Removal of thymus gland
60521	Removal of thymus gland
60522	Removal of thymus gland
60540	Explore adrenal gland
60545	Explore adrenal gland
60600	Remove carotid body lesion
60605	Remove carotid body lesion
60650	Laparoscopy adrenalectomy
60659	Laparo proc, endocrine
60699	Endocrine surgery procedure
61000	Remove cranial cavity fluid
61001	Remove cranial cavity fluid
61020	Remove brain cavity fluid
61026	Injection into brain canal
61050	Remove brain canal fluid
61055	Injection into brain canal
61070	Brain canal shunt procedure
61105	Twist drill hole
61107	Drill skull for implantation
61108	Drill skull for drainage
61120	Burr hole for puncture
61140	Pierce skull for biopsy
61150	Pierce skull for drainage
61151	Pierce skull for drainage
61154	Pierce skull & remove clot
61156	Pierce skull for drainage
61210	Pierce skull, implant device
61215	Insert brain-fluid device
61250	Pierce skull & explore
61253	Pierce skull & explore
61304	Open skull for exploration
61305	Open skull for exploration
61312	Open skull for drainage
61313	Open skull for drainage
61314	Open skull for drainage
61315	Open skull for drainage
61316	Implt cran bone flap to abdo
61320	Open skull for drainage
61321	Open skull for drainage
61322	Decompressive craniotomy
61323	Decompressive lobectomy
61330	Decompress eye socket
61332	Explore/biopsy eye socket
61333	Explore orbit/remove lesion
